doc_id,doi,title,reaction_system,raw_reaction_system,confidence,rationale,evidence_terms,status
doc_0248,,10.1021/acscatal.7b03705,CO2RR,CO2RR,0.95,"The conclusion explicitly states the study is a systematic investigation of the electrochemical reduction of CO2 into products (HCOOH, CO, CH4, CH3OH, C2H4) and repeatedly refers to CO2RR and design of catalysts for CO2 reduction, so the paper's main reaction is CO2 electroreduction.","['electrochemical reduction of CO2', 'CO2RR', 'HCOOH', 'CO', 'CH4', 'CH3OH', 'C2H4', 'UOP', 'catalysts for CO2RR']",ok
doc_0249,,10.1021/acscatal.7b03807,other_reaction,other_reaction,0.86,"The study experimentally measures and models the hydrogen evolution reaction (HER) activity on various transition metals under CO2 electroreduction conditions. The abstract and conclusion repeatedly refer to HER polarization curves, construction of an HER activity volcano, and DFT analysis of *CO−*H interactions affecting *H binding and HER. While CO2RR conditions are the context, the primary reaction investigated is HER (a competing reaction), not CO2RR or CORR.","['hydrogen evolution reaction', 'HER polarization curves', 'volcano for HER', 'adsorbate−adsorbate interactions between *CO and *H', 'effect of CO2 gas on HER activity', 'measured HER activity for six metals']",ok
doc_0250,,10.1021/acscatal.7b04457,CO2RR,CO2RR,0.9,"The conclusion explicitly describes a catalyst for CO2 electroreduction (CO2RR) to CO, reports CO Faradaic efficiency (~93%), discusses the *COOH intermediate for CO2-to-CO conversion, and compares suppression of competing H2 and HCOOH pathways. These statements identify CO2RR as the central reaction system.","['CO2RR', 'CO Faradaic efficiency', 'CO2 to CO', '*COOH intermediate', 'H2', 'HCOOH']",ok
doc_0251,,10.1021/acscatal.8b00104,CO2RR,CO2RR,0.9,"The conclusion clearly states the work demonstrates photocatalytic reduction of CO2 to CO (""CO2 deoxygenation to CO"", ""CO2–to–CO conversion"", ""photocatalytic CO2 reduction""). The main chemical transformation is CO2 reduction, so this falls under the CO2RR category.","['CO2 deoxygenation to CO', 'CO2–to–CO conversion', 'photocatalytic CO2 reduction', 'CdS/BCN photocatalysts', 'visible-light']",ok
doc_0252,,10.1021/acscatal.8b00398,unknown,unknown,0.2,"Title is only a DOI and the abstract is generic ACS ‘Just Accepted’ boilerplate with no scientific content about reactions. Conclusion is empty. There is no mention of CO2, CO electroreduction, or any specific electrochemical reaction to classify the paper’s main reaction system.","['Just Accepted', 'manuscript', 'DOI', 'peer-reviewed', 'no CO2', 'no CO', 'no electrochemical reaction']",ok
doc_0253,,10.1021/acscatal.8b00902,CORR,CORR,0.91,"The abstract explicitly states the work focuses on electrocatalysis for CO reduction, development of 3D Cu nanostructures for CO reduction, reports CO reduction current density, Faradaic efficiency of CO reduction, and selectivity toward ethanol from CO. Although CO2 reduction is mentioned contextually, the central reaction studied is the electroreduction/conversion of CO.","['CO reduction', 'electroreduction of CO', 'CO conversion', 'CO reduction current density', 'Faradaic efficiency of CO reduction', 'selectivity toward ethanol from CO']",ok
doc_0254,,10.1021/acscatal.8b01014,CO2RR,CO2RR,0.93,"Title/abstract and conclusion explicitly describe electrocatalytic reduction of CO2 to CH4 using a Cu-doped CeO2 electrocatalyst, reporting CO2 electrocatalytic reduction, CH4 selectivity, and electroreduction of CO2. The paper centers on CO2 electroreduction (CO2RR).","['electrocatalytic reduction of CO2', 'CO2 reduction to CH4', 'CO2 electrocatalytic reduction', 'electroreduction of a single CO2 molecule to CH4', 'CH4 selectivity', 'Cu-doped CeO2 electrocatalyst']",ok
doc_0255,,10.1021/acscatal.8b01022,CO2RR,CO2RR,0.92,"Both the abstract and conclusion repeatedly state the work investigates the electrochemical CO2 reduction reaction (CO2RR) and CO2-to-CO conversion, reporting Faradaic efficiencies (FE_CO) and activities for CO production on M-N-C catalysts (Ni, Fe, Co). This clearly identifies CO2RR as the central reaction system.","['CO2 reduction', 'CO2RR', 'CO2-to-CO conversion', 'selectivity for CO production', 'Faradaic efficiency (FE_CO)', 'electrocatalysts', 'CO production']",ok
doc_0256,,10.1021/acscatal.8b01200,both,both,0.92,"The abstract and conclusion explicitly describe detailed study and comparison of electrochemical CO reduction (COR/CORR) and CO2 reduction (CO2R/CO2RR) on copper, discuss product distributions for both systems, effects of pH and CO partial pressure, and propose design principles for CO and CO2 electrolyzers. Both reaction systems are central to the paper.","['CO reduction', 'COR', 'COR', 'CO2 reduction', 'CO2R', 'CO2RR', 'comparison of CO and CO2 reduction', 'CO and CO electrolyzers', 'C2+ products', 'ethylene and ethanol', 'alkaline conditions']",ok
doc_0257,,10.1021/acscatal.8b01340,CO2RR,CO2RR,0.94,"The title/abstract and conclusion repeatedly and explicitly discuss electrocatalysts for CO2 reduction, standardizing measurement and reporting for 'C O 2 reduction electrocatalysts', benchmarking activities of Ag and Cu for CO2 reduction, and recommendations to report CO2 reduction catalytic data. The paper is clearly focused on CO2 electroreduction research practices.","['CO2 reduction electrocatalysts', 'C O 2 reduction', 'CO2 reduction activity', 'catalyst benchmarking', 'ECSA-normalized activities', 'Ag and Cu measured', 'electrocatalytic data for CO2 reduction']",ok
doc_0258,,10.1021/acscatal.8b01552,CO2RR,CO2RR,0.9,"The abstract and conclusion repeatedly frame the work in terms of the aqueous electrochemical reduction of CO2 on Cu electrodes and discuss surface-adsorbed CO as an on-pathway intermediate in CO2 reduction. The experiments and DFT probe the reactivity of atop- and bridge-bound CO during CO2 reduction conditions, concluding bridge-bound CO is inert to reduction. While CO reduction is discussed, it is in the context of CO as an intermediate to CO2RR, so the primary paper-level reaction system is CO2 electroreduction (CO2RR).","['electrochemical reduction of CO2', 'carbon dioxide reduction', 'surface-adsorbed CO', 'atop-bound CO', 'bridge-bonded CO', 'inert to reduction', 'not an on-pathway intermediate in CO reduction', 'Cu electrodes', 'electrocatalysis', 'DFT calculations']",ok
doc_0259,,10.1021/acscatal.8b02181,CO2RR,CO2RR,0.9,"The abstract explicitly focuses on electrocatalytic CO2 reduction, using the 2-electron CO2 -> CO reaction on Au and Ag surfaces as the example to discuss Tafel analysis and mechanisms. This indicates the paper's primary reaction system is CO2 electroreduction (CO2RR).","['CO2 reduction to CO', 'CO2', '2-electron CO2 reduction', 'Tafel analysis', 'Au and Ag surfaces', 'electrocatalytic transformation']",ok
doc_0260,,10.1021/acscatal.8b02587,CO2RR,CO2RR,0.95,"The title/abstract and conclusion explicitly describe CO2 electroreduction (CO2RR) to multicarbon hydrocarbons and alcohols on oxide-derived Cu catalysts, report CO2RR metrics (Faradaic efficiency, partial current density), discuss CO* and C–C coupling intermediates, and present DFT on CO2RR intermediates. This clearly identifies CO2RR as the main reaction system.","['CO2 electroreduction', 'CO2RR', 'C2+ products', 'Faradaic efficiency (~69%)', 'C O * (CO*) intermediates', 'C–C coupling', 'oxide-derived Cu (CuOx) catalysts', 'partial current density for C2+ at -1.0 V vs RHE']",ok
doc_0261,,10.1021/acscatal.8b03780,CORR,CORR,0.92,"The abstract and conclusion explicitly focus on electroreduction of carbon monoxide (CO). The paper discusses CO electroreduction progress, CO hydrogenation, C–C bond formation, and catalyst/reactor optimization for CO electroreduction, indicating CORR is the central reaction system.","['CO electroreduction', 'carbon monoxide', 'electroreduction of CO2 to CO', 'CO hydrogenation', 'C-C bond formation', 'hydrocarbon formation', 'copper-based material', 'electroreduction']",ok
doc_0262,,10.1021/acscatal.8b03789,unknown,unknown,0.28,"The provided title is just a DOI and the abstract is a generic ACS “Just Accepted” manuscript disclaimer with no scientific content or mention of any electrochemical reaction. The conclusion is empty. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction-focused.","['Just Accepted', 'manuscript', 'American Chemical Society', 'DOI', 'no reaction terms']",ok
doc_0263,,10.1021/acscatal.8b04106,CO2RR,CO2RR,0.9,"The conclusion explicitly describes catalytic reduction of CO2 (Mn(I)-catalyzed CO2 hydrosilylation) to silyl-protected methanol, silylformates and methoxy species. The work centers on CO2 conversion chemistry rather than other reactions or non-reaction topics.","['CO2 hydrosilylation', 'CO2 catalytic reduction', 'silylprotected MeOH', 'silylformates', 'Mn(I)-catalyzed', 'formate, acetal and methoxy species']",ok
doc_0264,,10.1021/acscatal.8b04269,unknown,unknown,0.9,"Title is only a DOI and the provided abstract is generic 'Just Accepted' boilerplate with no scientific content; conclusion is empty. There is no mention of CO2, CO, electroreduction, or any other electrochemical reaction, so the reaction system cannot be determined from the supplied text.","['Just Accepted', 'manuscript', 'DOI: 10.1021/acscatal.8b04269', 'no mention of CO2', 'no mention of CO', 'no electrochemical reaction terms (CO2RR, CORR, HER, OER, ORR, etc.)']",ok
doc_0265,,10.1021/acscatal.8b04390,other_reaction,other_reaction,0.86,"The conclusion describes synthesis of a heterobimetallic Zr/Co complex that activates H2 and catalyzes hydrogenation and semihydrogenation (styrene hydrogenation, semihydrogenation of diphenylacetylene). No mention of CO2 or CO electroreduction; the central chemistry is H2 activation and (electro)chemical hydrogenation catalysis, so this is another reaction type (hydrogenation/H2 activation), not CO2RR or CORR.","['H2 activation', 'hydrogenation of styrene', 'semihydrogenation of diphenylacetylene', 'bridging Zr-H-Co hydride', 'hydride', 'bimetallic cooperativity']",ok
doc_0266,,10.1021/acscatal.9b00010,CO2RR,CO2RR,0.95,"The title/abstract and conclusion repeatedly and explicitly describe the electrochemical CO2 reduction reaction (CO2RR) as the focus: synthesis of Cu/CeO2-x heterodimers that promote CO2RR with high selectivity and Faradaic efficiency to methane, discussion of intermediates and suppression of HER, operando XAS and DFT analysis of CO2RR pathways.","['electrochemical CO2 reduction', 'CO2RR', 'methane production', 'faradaic efficiency', 'Cu/CeO2-x heterodimers', 'suppression of HER', 'CO* intermediates', 'operando X-ray absorption spectroscopy', 'DFT study of active site']",ok
doc_0267,,10.1021/acscatal.9b00099,CORR,CORR,0.92,"The abstract and conclusion center on electroreduction of carbon monoxide (CO) to hydrocarbons and multi-carbon oxygenates using Cu/C electrodes, reporting dramatically increased CO reduction activities (>100 mA cm^-2). CO electroreduction (CO reduction reaction) is the primary experimental focus; CO2 is mentioned mainly as a precursor or via a tandem strategy. Thus the main reaction system is CORR.","['reduces CO to hydrocarbons', 'CO reduction reaction', 'CO electroreduction', 'high activity and selectivity (>100 mA cm^-2)', 'electroreduction of CO or CO2 (tandem strategy)', 'eliminating low CO solubility limitation', 'gas diffusion / flow-cell configurations']",ok
doc_0268,,10.1021/acscatal.9b00223,CO2RR,CO2RR,0.85,"The title/abstract and conclusion clearly describe photocatalytic conversion/reduction of CO2 with H2O to produce CO and hydrocarbons (CH4, C2H6, C3H8) and repeatedly reference “CO2 reduction”, “photocatalytic CO2 conversion”, and “solar fuels.” The central reaction system is CO2 reduction (photocatalytic), so it is categorized under CO2RR.","['photocatalytic CO2 reduction', 'CO2 conversion', 'mixed CO2 and H2O gas', 'CO, CH4, C2H6, C3H8 products', 'solar fuel generation']",ok
doc_0269,,10.1021/acscatal.9b00449,CO2RR,CO2RR,0.94,"Both the title/abstract and conclusion explicitly state the study focuses on electrocatalytic CO2 reduction (CO2RR) on copper, reporting changes in CO2RR product selectivity (e.g., HCO2H Faradaic efficiency) and discussing CO2RR catalytic conditions and suppression of the competing HER via CTAB surfactant.","['CO2 conversion', 'CO2RR', 'carbon dioxide reduction', 'HCO2H Faradaic efficiency', 'suppresses HER', 'Cu-electrolyte interface with CTAB']",ok
doc_0270,,10.1021/acscatal.9b00483,CO2RR,CO2RR,0.92,"Both the abstract and conclusion explicitly state the study focuses on CO2 electro-reduction (CO2RR) on dendritic/oxide-derived Cu catalysts, reporting selectivity to C2 and C3 products (ethylene, ethanol) and Faradaic efficiencies under CO2RR conditions.","['CO2 electro-reduction', 'C O _ { 2 } \\mathrm { R R }', 'dendritic Cu electrocatalysts', 'C2 and C3 products', 'ethylene', 'ethanol', '~45% faradaic efficiency for C2–C3 products', 'oxide-derived Cu']",ok
doc_0271,,10.1021/acscatal.9b00896,CO2RR,CO2RR,0.93,"The abstract and conclusion repeatedly and explicitly describe electrochemical reduction of CO2 on Cu electrodes, detection of CO as an intermediate, formation of C2+ products, and controlled potential electrolysis (CPE) for CO2 reduction. The study investigates mechanisms and surface species relevant to CO2 electroreduction.","['CO2 electrochemical-reduction', 'C O 2 reduction', 'CO as intermediate of C O 2 reduction', 'C2+ products', 'controlled potential electrolysis (CPE)', 'Cu films/electrodes', 'in situ ATR-SEIRAS', 'adsorption of CO on Cu']",ok
doc_0272,,10.1021/acscatal.9b01405,CO2RR,CO2RR,0.92,"The abstract and conclusion explicitly focus on the electrochemical CO2 reduction reaction (CO2RR), discussing conversion of CO2 to CO, formic acid and hydrocarbons (e.g., CH4), catalyst performance for CO2 reduction, and strategies to improve CO2-to-hydrocarbon conversion (e.g., CO protonation).","['CO2RR', 'CO2 electroreduction', 'reduction of CO2 into CO', 'formic acid', 'methane', 'CH4', 'direct reduction of CO2 to hydrocarbons', 'CO formation']",ok
doc_0273,,10.1021/acscatal.9b01899,unknown,unknown,0.85,"The provided title is only a DOI and the abstract is generic ACS 'Just Accepted' boilerplate with no scientific content. The conclusion is empty. There is no mention of CO2, CO, electroreduction, or any other electrochemical reaction or system. Therefore the reaction system cannot be determined from the given information.","['title is only DOI (10.1021/acscatal.9b01899)', ""abstract contains 'Just Accepted' boilerplate"", 'no chemical species mentioned (CO2, CO, H2, O2, etc.)', 'conclusion is empty', 'no indication of electrochemical reaction in provided text']",ok
doc_0274,,10.1021/acscatal.9b02113,unknown,unknown,0.45,"The abstract is a broad review of carbon dioxide conversion across chemical and biological methods and mentions many product pathways (CO, formic acid, methanol, methane, ethylene, etc.). It includes “electrochemistry” as one of several approaches but does not focus specifically on electrochemical CO2 reduction (CO2RR) or CO electroreduction (CORR) as the primary reaction system. Because the main reaction modality (electrochemical vs. other catalytic/biological routes) is not specified clearly as the paper’s central focus, the correct label is uncertain.","['carbon dioxide conversion', 'catalysis', 'carbon monoxide', 'formic acid', 'electrochemistry', 'chemical and biological systems', 'methanol', 'methane', 'ethylene']",ok
doc_0275,,10.1021/acscatal.9b02312,CO2RR,CO2RR,0.95,"The abstract repeatedly describes investigations of CO2 electroreduction on Cu–Sn alloy catalysts, discusses selectivity between CO and formate, and analyzes intermediates (*COOH and *OCHO) and their adsorption. The paper clearly centers on CO2 reduction (CO2RR).","['CO2 electroreduction', 'CO2 reduction', 'formate', 'CO', 'Cu-Sn alloy', '*COOH', '*OCHO', 'selectivity', 'electroreduction']",ok
doc_0276,,10.1021/acscatal.9b03175,CO2RR,CO2RR,0.93,"The conclusion explicitly states the work targets electrochemical CO2 reduction (CO2RR) to CO, reporting Faradaic efficiencies and selectivity for CO. It discusses CO2 electroreduction, KHCO3 electrolyte, and porosity effects on CO selectivity, indicating CO2RR is the central reaction.","['electrochemical CO2RR to CO', 'CO2 electroreduction', 'Faradic efficiency 98.8%', '1.0 M KHCO3 electrolyte', 'selectivity for CO', 'porosity-dependent selectivity', 'Fe-CNPs', 'Ni- and Co-doped ZIF-derived carbon catalysts']",ok
doc_0277,,10.1021/acscatal.9b03180,CO2RR,CO2RR,0.88,"The conclusion explicitly identifies the work as a CO2 reduction electrocatalyst study (mentions CO2RR and 'electrochemical conversion of CO2 to alcohols'), reports Faradaic efficiencies for methanol/ethanol in KHCO3 at an RHE potential, and discusses active sites via DFT—all indicating CO2 electroreduction is the main reaction.","['CO2RR', 'electrochemical conversion of CO2 to alcohols', 'FE_methanol', 'FE_ethanol', '0.5 M KHCO3', 'vs. RHE', 'electrocatalyst']",ok
doc_0278,,10.1021/acscatal.9b03201,CO2RR,CO2RR,0.95,"The title/abstract and conclusion repeatedly and explicitly describe electrochemical carbon dioxide reduction reaction (CO2RR), reporting CO production, faradaic efficiency to CO, oxalate as competing product, and improvements under flow-through conditions. This indicates CO2RR is the paper's primary reaction system.","['CO2RR', 'carbon dioxide reduction', 'electrochemical CO2 reduction', 'CO2', 'CO production', 'partial CO current density', 'faradaic efficiency to CO', 'oxalate product', 'Ag nanoflower electrodes', 'flow-through electrolyte', 'mass-transport limitations']",ok
doc_0279,,10.1021/acscatal.9b03581,unknown,unknown,0.82,"The title is only a DOI and the abstract contains only a publisher ""Just Accepted"" notice with no scientific content or mention of any electrochemical reaction. The conclusion is empty. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction work.","['Just Accepted', 'manuscripts', 'no reaction-specific terms in abstract', 'DOI only title']",ok
doc_0280,,10.1021/acscatal.9b03883,CO2RR,CO2RR,0.95,"Both the abstract and conclusion explicitly describe electrocatalytic CO2 reduction (CO2RR) to CO as the central reaction: testing Ag nanocubes for CO generation, reporting CO Faradaic efficiency, onset overpotential for CO, activity/selectivity for CO2RR, and DFT analysis of CO2RR intermediates. The work focuses on CO2 electroreduction in KHCO3 electrolyte.","['CO2 reduction reaction', 'CO RR', 'CO generation', 'CO selectivity', 'Faraday efficiency (FE) to CO', 'onset overpotential for CO', '0.1 M KHCO3 electrolyte', 'binding energies of CO RR intermediates', 'DFT calculations for CO2RR']",ok
doc_0281,,10.1021/acscatal.9b03895,unknown,unknown,0.2,"The provided title is only a DOI and the abstract is generic ACS ""Just Accepted"" boilerplate with no technical content about reactions. There is no mention of CO2, CO, electroreduction, or any specific electrochemical reaction in the abstract or conclusion (conclusion empty), so the main reaction system cannot be determined from the supplied text.","['Just Accepted', 'manuscript', 'peer-reviewed', 'DOI', 'American Chemical Society']",ok
doc_0282,,10.1021/acscatal.9b04302,CO2RR,CO2RR,0.92,"The abstract explicitly describes electrocatalytic conversion/electroreduction of carbon dioxide (CO2) into gaseous hydrocarbons and repeatedly refers to the CO2 reduction reaction (CO2RR), Faradaic efficiency for CO2-derived products, and DFT analysis of CO2 electroreduction intermediates on Cu(111) vs a high-entropy alloy catalyst. This clearly identifies CO2RR as the paper's central reaction.","['conversion of carbon-di-oxide into selective hydrocarbon', 'conversion of C O2 into gaseous hydrocarbons', 'CO2 electroreduction', 'electrocatalytic reduction of carbon dioxide (CO2)', 'CO2RR', 'Faradaic efficiency towards gaseous products', 'CO2 reduction reaction', 'comparison with pristine Cu(111)', 'intermediates (OCH3, O) on Cu(111) and HEA']",ok
doc_0283,,10.1021/acscatal.9b04343,both,both,0.95,"The title/abstract and conclusion explicitly state the work targets both the carbon dioxide reduction reaction (CO2RR) and the carbon monoxide reduction reaction (CORR). The abstract describes predicting CO and H adsorption to favor CO reduction and suppress H2, and the conclusion repeatedly references ‘CO2RR and CORR’ and optimal catalysts for these reactions.","['carbon dioxide (CO2) reduction reaction', 'carbon monoxide (CO) reduction reaction', 'CO2RR', 'CORR', 'predict the CO and hydrogen (H) adsorption energies', 'favor the reduction of CO', 'selectivity towards highly reduced carbon compounds']",ok
doc_0284,,10.1021/acscatal.9b04368,CO2RR,CO2RR,0.92,"The conclusion repeatedly describes experiments on CO2 reduction (""C O_2 reduction""), product formation of CO and C2 species, Faradaic efficiencies, and performance of Cu-based electrodes in a flow reactor. These clearly indicate carbon dioxide electroreduction is the paper's central reaction system.","['CO2 reduction', 'CO and C2 products', 'Cu, Cu/Ag, Cu/Sn electrodes', 'flow reactor', 'Faradaic efficiencies', 'in situ SERS']",ok
doc_0285,,10.1021/acscatal.9b04516,CO2RR,CO2RR,0.95,"The title/abstract and conclusion explicitly describe electrochemical CO2 reduction reaction (CO2RR) to formate/HCOOH on Bi nanotubes/nanosheets, reporting Faradaic efficiencies, current densities, potential windows, and DFT analysis of CO2 reduction energetics. The whole study centers on CO2RR rather than CO electroreduction or other reactions.","['CO2 reduction reaction', 'CO2RR', 'formate', 'HCOOH', 'Faradaic efficiency (FE)', 'Bi nanotubes (Bi NTs)', 'current density for CO2 reduction', 'CO2 concentrations near curved surface']",ok
doc_0286,,10.1021/acscatal.9b04746,unknown,unknown,0.12,"The provided title is a DOI only and the abstract is a generic ACS “Just Accepted” notice with no scientific content about reactions; the conclusion is empty. There is no information about CO2 electroreduction, CO electroreduction, or any other electrochemical reaction in the supplied text, so the reaction system cannot be determined.","['Just Accepted', 'manuscripts', 'peer-reviewed', 'DOI', 'no mention of CO2', 'no mention of CO', 'no mention of electroreduction', 'no conclusion']",ok
doc_0288,,10.1021/acscatal.9b05319,CO2RR,CO2RR,0.95,"The abstract and conclusion repeatedly and explicitly describe electrochemical CO2 reduction (CO2RR) to ethanol/ethylene, mention CO2RR terminology, CO2 reduction selectivity, Faradaic efficiencies for ethanol/ethylene, and mechanisms for CO2-derived *CO coupling. The paper focuses on Cu–Ag catalysts for CO2 reduction to ethanol, so CO2RR is the central reaction system.","['CO2 reduction', 'C O _ { 2 } R R', 'CO2RR', 'reduce CO2 selectively to ethanol', 'ethanol/ethylene Faradaic efficiency', 'CO evolved from Ag sites', '*CO dimerization', 'CuAg composite catalysts showed enhanced CO2 reduction selectivity']",ok
doc_0289,,10.1021/acsenergylett.0c00018,CO2RR,CO2RR,0.92,"The abstract explicitly describes tuning Cu-Nx single-atom catalysts for electrochemical CO2 reduction (CO2 electroreduction) and discusses products (C2H4, CH4) and CO intermediates. The work centers on CO2RR rather than CO electroreduction or other reactions.","['CO2 electroreduction', 'C O _{2}', 'C2H4', 'CH4', 'CO intermediates', 'C O _{2} R R', 'electrochemical conversion of CO2']",ok
doc_0290,,10.1021/acsenergylett.0c00482,CO2RR,CO2RR,0.95,"The abstract explicitly and repeatedly discusses the carbon dioxide reduction reaction (CO2RR) on copper, including terms like “CO2 reduction reaction (CO2RR)”, analysis of products (C2+ vs C1), and mechanisms for CO2-to-hydrocarbon/oxygenate formation. HER is mentioned only as a comparative side reaction; the paper’s main focus is CO2 electroreduction.","['CO2 reduction reaction', 'CO2RR', 'Cu', 'hydrocarbons and oxygenated products', 'C2+', 'C1', 'HER (hydrogen evolution reaction)', 'surface roughening']",ok
doc_0291,,10.1021/acsenergylett.0c00637,CO2RR,CO2RR,0.93,"The abstract repeatedly and explicitly discusses electrochemical conversion of CO2, CO2 reduction reaction (CO2RR), CO2 electrolysis in gas-fed flow reactors, CO production partial current density, and operating conditions for CO2 electrolysis. The central focus is on mitigating cathode flooding to enable high-rate CO2 electrolysis, indicating CO2RR is the main reaction system.","['CO2 electrochemical flow reactors', 'CO2 reduction reaction (CO2RR)', 'CO2 electrolysis', 'partial current density for CO production (j_CO)', 'j_CO >= 100 mA/cm^2', 'cell voltage (E_cell) < 3 V']",ok
doc_0292,,10.1021/acsenergylett.0c00645,CO2RR,CO2RR,0.92,"The abstract explicitly discusses solar-driven carbon dioxide (CO2) conversion to fuels and chemicals and compares photosynthetic, photocatalytic, photoelectrochemical, and PV+electrochemical approaches. It repeatedly refers to CO2 reduction products and metrics for CO2 reduction activity, selectivity, and durability, indicating CO2 electroreduction is the central reaction system.","['carbon dioxide conversion', 'CO2 reduction products', 'CO2 reduction', 'solar-driven carbon dioxide conversion', 'photoelectrochemical', 'photocatalytic', 'PV + EC']",ok
doc_0293,,10.1021/acsenergylett.0c00898,CO2RR,CO2RR,0.92,"The abstract repeatedly describes electrolytic conversion of bicarbonate/CO2 capture solutions into CO, mentions CO2 utilization, CO production current densities, and compares performance to liquid- and gas-fed CO2 electrolyzers and CO2RR systems. The work centers on converting captured CO2 (from KHCO3) to CO using a silver GDE, i.e., the CO2 reduction reaction.","['electrolytic conversion of aqueous (bi)carbonate', '3 M KHCO3', 'conversion ... into CO', 'CO partial current densities (J_CO) > 100 mA cm^-2', 'CO2 utilization rates ~70%', 'liquid-fed CO2 electrolyzers', 'gas-fed CO2RR electrolyzers', 'in situ CO2 generation', 'electrolytic CO2 conversion']",ok
doc_0294,,10.1021/acsenergylett.0c01266,unknown,unknown,0.25,"Only a DOI string was provided as the title with no abstract or conclusion text. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction-oriented.","['DOI only', 'no abstract', 'no conclusion', 'insufficient information']",ok
doc_0295,,10.1021/acsenergylett.0c01606,CO2RR,CO2RR,0.9,"The abstract repeatedly describes the electrocatalytic reduction of CO2 (CO2 reduction reaction), operando measurements during electrolysis of bicarbonate solutions, and discussion of a CO2 electrolyzer and suppression of the competing hydrogen evolution reaction. The paper clearly focuses on CO2 electroreduction.","['CO2 reduction reaction', 'electrolysis of bicarbonate solutions', 'electrolytic reduction of CO2', 'CO2 electrolyzer', 'surface pH during electrolysis', 'suppression of hydrogen evolution reaction', 'CO2RR flow cell']",ok
doc_0296,,10.1021/acsenergylett.0c02401,CO2RR,CO2RR,0.95,"The abstract repeatedly and explicitly discusses electrochemical conversion of CO2, CO2 reduction reaction (CO2RR), CO2 electrolysis, gas diffusion electrodes, and C2 product selectivity—all indicating CO2RR is the paper's main reaction.","['CO2', 'CO2 reduction', 'CO2 electrolysis', 'CO2RR', 'C2 product selectivity', 'carbonate salt formation', 'gas diffusion electrodes', 'membrane electrode assembly', 'electrolysis']",ok
doc_0297,,10.1021/acsenergylett.0c02665,CO2RR,CO2RR,0.93,"The abstract repeatedly and explicitly discusses electrocatalytic CO2 reduction (CO2RR), structure–performance of single-atom catalysts for CO2RR, and related mechanistic and operando studies, indicating the paper's main reaction is CO2 electroreduction.","['CO2 reduction reaction', 'CO2RR', 'electrocatalytic CO2 reduction', 'CO2', 'single-atom catalysts (SACs)', 'tandem CO2RR', 'carbon capture, utilization, and storage (CCUS)']",ok
doc_0298,,10.1021/acsenergylett.1c00364,CO2RR,CO2RR,0.96,"The abstract explicitly describes pulsed electrolysis for the electrochemical reduction of CO2 on a Cu catalyst, optimization of C2+ Faradaic efficiency during CO2 electroreduction, and references to CO2R; CO2 reduction is clearly the central reaction system.","['electrochemical reduction of CO2', 'pulsed CO2 electrolysis', 'C2+ faradaic efficiency', 'Cu catalyst', 'CO2R', 'CO2 concentration near the Cu surface']",ok
doc_0299,,10.1021/acsenergylett.1c00496,CORR,CORR,0.92,"The abstract explicitly describes experiments on CO reduction over nanostructured copper catalysts and reports CO reduction activity measurements; while CO2 is mentioned as context, the central reaction studied is electrochemical carbon monoxide (CO) reduction.","['CO reduction', 'CO reduction activity', 'carbon monoxide (CO)', 'CO reduction experiments', 'electrochemistry−mass spectrometry on CO']",ok
doc_0300,,10.1021/acsenergylett.1c00612,CO2RR,CO2RR,0.95,"The abstract explicitly describes electroreduction/electrolysis of CO2 to formate on Bi-based catalysts in a gas-diffusion-electrode flow cell, with metrics for formate partial current density and CO2 single-pass conversion, indicating CO2 reduction is the central reaction.","['electroreduction of CO2 to formate', 'CO2 electrolysis', 'formate production', 'partial current density of 677 mA cm^-2 for formate', '35% single-pass CO2 conversion', 'CO2 gas flow']",ok
doc_0301,,10.1021/acsenergylett.1c00723,CO2RR,CO2RR,0.92,"The abstract explicitly describes electrochemical conversion of carbon dioxide to 1-butanol on a phosphorus-rich copper cathode and repeatedly refers to 'carbon dioxide electrochemical reduction reaction (CO2RR)', CO2, product faradaic efficiencies, and isotope labeling showing products originate from dissolved CO2, indicating CO2 electroreduction is the paper's main reaction.","['1-butanol from carbon dioxide', 'carbon dioxide electrochemical reduction reaction (CO2RR)', 'CO2', 'electroreduction of CO2 into high-value multicarbon products', 'faradaic efficiency']",ok
doc_0302,,10.1021/acsenergylett.1c01122,CO2RR,CO2RR,0.92,"The abstract explicitly centers on the carbon dioxide reduction reaction (CO2RR), discussing CO2 loss to bicarbonate/carbonate, C2+ product formation, CO2 regeneration layer (PCRL), CO2 crossover and single-pass CO2 conversion; the whole study is about enabling CO2 electroreduction performance in membrane electrode assemblies.","['carbon dioxide reduction reaction', 'CO2RR', 'C2+ products', 'CO2 conversion', 'CO2 crossover', 'faradaic efficiency', 'membrane electrode assembly', 'CEM', 'BPM']",ok
